Player Name,Cities,Position,Season,Games Played,Minutes Played Per Game,Points Per Game,Average Field Goals made,Average Field Goals Attempted,Field Goal Percentage,Average 3-Point Field Goals Made,Average 3-Point Field Goals Attempted,3-Point Field Goal Percentage,Average Free Throws Made,Average Free Throws Attempted,Free Throw Percentage,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Double Double,Triple Double,Player Efficiency Rating
Richard Jefferson,MIL,F,2009,82,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,4.6,2.4,0.8,0.2,2,2,0,15.45
Jason Terry,DAL,G,2009,74,33.7,19.6,7.3,15.8,46.3,2.3,6.2,36.6,2.7,3,88,2.4,3.4,1.3,0.3,1.6,0,0,19.35
Tim Duncan,SA,C,2009,75,33.6,19.3,7.4,14.8,50.4,0,0,0,4.5,6.4,69.2,10.7,3.5,0.5,1.7,2.2,49,0,24.51
Rudy Gay,MEM,SF,2009,79,37.3,18.9,7.2,16,45.3,1.1,3.1,35.1,3.3,4.4,76.7,5.5,1.7,1.2,0.7,2.6,6,0,15.38
Pau Gasol,LAL,PF,2009,81,37,18.9,7.3,12.9,56.7,0,0,50,4.2,5.4,78.1,9.6,3.5,0.6,1,1.9,37,1,22.31
Andre Iguodala,PHI,SF,2009,82,39.9,18.8,6.6,14,47.3,1,3.2,30.7,4.6,6.4,72.4,5.7,5.3,1.6,0.4,2.7,11,0,18.49
O.J. Mayo,MEM,SG,2009,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,3.8,3.2,1.1,0.2,2.8,2,0,14.23
John Salmons,SAC/CHI,SF,2009,79,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83,4.2,3.2,1.1,0.3,2.1,3,0,16.03
Ray Allen,BOS,SG,2009,79,36.4,18.2,6.3,13.2,48,2.5,6.2,40.9,3,3.2,95.2,3.5,2.8,0.9,0.2,1.7,0,0,17.34
LaMarcus Aldridge,POR,C,2009,81,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25,3.2,4.1,78.1,7.5,1.9,1,1,1.5,19,0,19.13
Mo Williams,CLE,PG,2009,81,35,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,3.4,4.1,0.9,0.1,2.2,1,0,17.25
Shaquille O'Neal,PHX,C,2009,75,30,17.8,6.8,11.2,60.9,0,0,0,4.1,6.9,59.5,8.4,1.7,0.7,1.4,2.2,30,0,22.33
Rashard Lewis,ORL,PF,2009,79,36.2,17.7,6.1,13.8,43.9,2.8,7,39.7,2.8,3.4,83.6,5.7,2.6,1,0.6,2,4,0,16.83
Chauncey Billups,DET/DEN,PG,2009,79,35.3,17.7,5.2,12.4,41.8,2.1,5,40.8,5.3,5.8,91.3,3,6.4,1.2,0.2,2.2,10,0,18.85
Nate Robinson,NY,PG,2009,74,29.9,17.2,6.1,13.9,43.7,1.7,5.2,32.5,3.4,4,84.1,3.9,4.1,1.3,0.1,1.9,4,0,18.95
Mehmet Okur,UTAH,C,2009,72,33.5,17,6,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,7.7,1.7,0.8,0.7,1.8,23,0,17.59
Jason Richardson,CHA/PHX,SG,2009,72,33.5,16.8,6.5,13.5,47.7,1.8,4.5,39.7,2.1,2.8,76.9,4.4,2,1.1,0.4,1.3,1,0,16.72
Al Thornton,LAC,SF,2009,71,37.4,16.8,6.6,14.8,44.6,0.3,1.1,25.3,3.3,4.4,75.4,5.2,1.5,0.8,0.9,1.8,1,0,12.67
Hedo Turkoglu,ORL,SF,2009,77,36.6,16.8,5.5,13.3,41.3,1.7,4.9,35.6,4.1,5.1,80.7,5.3,4.9,0.8,0.2,2.6,4,0,14.82
Derrick Rose,CHI,PG,2009,81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,3.9,6.3,0.8,0.2,2.5,8,0,16.05
Gerald Wallace,CHA,SF,2009,71,37.6,16.6,5.5,11.4,48,0.5,1.8,29.8,5.1,6.4,80.4,7.8,2.7,1.7,0.9,2.1,20,0,18.64
Jeff Green,OKC,PF,2009,78,36.8,16.5,6.1,13.7,44.6,1.2,3.2,38.9,3.1,3.9,78.8,6.7,2,1,0.4,2.2,13,0,13.99
Andre Miller,PHI,PG,2009,82,36.3,16.3,6,12.7,47.3,0.2,0.6,28.3,4.1,5,82.6,4.5,6.5,1.3,0.2,2.4,12,2,18.71
Randy Foye,MIN,SG,2009,70,35.6,16.3,5.7,14,40.7,1.6,4.4,36,3.3,3.9,84.6,3.1,4.3,1,0.4,2.1,2,0,13.76
Charlie Villanueva,MIL,PF,2009,78,26.9,16.2,6.2,14,44.7,1.1,3.3,34.5,2.6,3.1,83.8,6.7,1.8,0.6,0.7,1.8,14,0,18.64
Eric Gordon,LAC,SG,2009,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,2.6,2.8,1,0.4,2.1,0,0,14.98
David Lee,NY,PF,2009,81,34.9,16,6.4,11.7,54.9,0,0,0,3.1,4.1,75.5,11.7,2.1,1,0.3,1.9,65,0,19.07
Steve Nash,PHX,PG,2009,74,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,3,9.7,0.7,0.1,3.4,29,0,19.55
Andrea Bargnani,TOR,C,2009,78,31.4,15.4,5.5,12.3,45,1.5,3.7,40.9,2.8,3.4,83.1,5.3,1.2,0.4,1.2,1.7,6,0,14.66
Kevin Durant,OKC,PF,2010,82,39.5,30.1,9.7,20.3,47.6,1.6,4.3,36.5,9.2,10.2,90,7.6,2.8,1.4,1,3.3,25,0,26.23
LeBron James,CLE,SF,2010,76,39,29.7,10.1,20.1,50.3,1.7,5.1,33.3,7.8,10.2,76.7,7.3,8.6,1.6,1,3.4,31,4,31.19
Carmelo Anthony,DEN,PF,2010,69,38.2,28.2,10,21.8,45.8,0.9,2.7,31.6,7.4,8.9,83,6.6,3.2,1.3,0.4,3,10,0,22.29
Kobe Bryant,LAL,SF,2010,73,38.8,27,9.8,21.5,45.6,1.4,4.1,32.9,6,7.4,81.1,5.4,5,1.5,0.3,3.2,7,0,21.95
Dwyane Wade,MIA,G,2010,77,36.3,26.6,9.3,19.6,47.6,0.9,3.2,30,6.9,9.1,76.1,4.8,6.5,1.8,1.1,3.3,17,0,28.1
Monta Ellis,GS,SG,2010,64,41.4,25.5,9.9,22,44.9,1.2,3.6,33.8,4.6,6.1,75.3,4,5.3,2.2,0.4,3.8,6,0,16.74
Dirk Nowitzki,DAL,F,2010,81,37.5,25,8.9,18.5,48.1,0.6,1.5,42.1,6.6,7.2,91.5,7.7,2.7,0.9,1,1.8,19,1,23.01
Danny Granger,IND,SF,2010,62,36.7,24.1,7.9,18.4,42.8,2.5,7.1,36.1,5.9,6.9,84.8,5.5,2.8,1.5,0.8,2.5,3,0,19.85
Chris Bosh,TOR,PF,2010,70,36.1,24,8.6,16.5,51.8,0.1,0.3,36.4,6.7,8.4,79.7,10.8,2.4,0.6,1,2.4,49,0,25.11
Amar'e Stoudemire,PHX,C,2010,82,34.6,23.1,8.6,15.4,55.7,0,0.1,16.7,5.9,7.7,77.1,8.9,1,0.6,1,2.6,31,0,22.69
Joe Johnson,ATL,G,2010,76,38,21.3,8.4,18.2,45.8,1.7,4.6,36.9,2.9,3.5,81.8,4.6,4.9,1.1,0.1,1.9,4,0,19.33
Derrick Rose,CHI,PG,2010,78,36.8,20.8,8.6,17.6,48.9,0.2,0.8,26.7,3.3,4.3,76.6,3.8,6,0.7,0.3,2.8,6,0,18.69
Zach Randolph,MEM,F,2010,81,37.7,20.8,8,16.5,48.8,0.2,0.6,28.8,4.5,5.7,77.8,11.7,1.8,1,0.4,2.1,57,0,21.21
Stephen Jackson,GS/CHA,SF,2010,81,38.6,20.6,7.4,17.5,42.3,1.6,4.9,32.8,4.2,5.4,77.9,5,3.7,1.6,0.5,3.2,3,0,15.69
David Lee,NY,PF,2010,81,37.3,20.2,8.5,15.5,54.5,0,0.1,0,3.3,4.1,81.2,11.7,3.6,1,0.5,2.3,53,1,22.28
Tyreke Evans,SAC,G,2010,72,37.2,20.1,7.4,16.2,45.8,0.5,2,25.5,4.8,6.5,74.8,5.3,5.8,1.5,0.4,3,13,1,18.28
Corey Maggette,GS,SF,2010,70,29.7,19.8,6.5,12.7,51.6,0.2,0.7,26,6.6,7.9,83.5,5.3,2.5,0.7,0.1,2.4,5,0,20.4
Rudy Gay,MEM,SF,2010,80,39.7,19.6,7.5,16.1,46.6,0.8,2.5,32.7,3.8,5,75.3,5.9,1.9,1.5,0.8,2.1,8,0,16.3
Aaron Brooks,HOU,G,2010,82,35.6,19.6,7,16.2,43.2,2.5,6.4,39.8,3,3.6,82.2,2.6,5.3,0.8,0.2,2.8,6,0,16.04
Chauncey Billups,DEN,PG,2010,73,34.1,19.5,5.5,13.2,41.8,2.2,5.6,38.6,6.4,7,91,3.1,5.6,1.1,0.1,2.4,4,0,20.25
Carlos Boozer,UTAH,PF,2010,78,34.3,19.5,7.9,14.1,56.2,0,0,0,3.7,4.9,74.2,11.2,3.2,1.1,0.5,2.7,55,0,21.42
David West,NO,F,2010,81,36.4,19,7.6,15.1,50.5,0.1,0.3,25.9,3.7,4.2,86.6,7.5,3,0.9,0.7,2.1,21,0,18.99
Brook Lopez,NJ,C,2010,82,36.9,18.8,6.9,13.8,49.9,0,0,0,5.1,6.2,81.7,8.6,2.3,0.7,1.7,2.5,33,0,20.11
Deron Williams,UTAH,PG,2010,76,36.9,18.7,6.5,13.9,46.9,1.3,3.4,37.1,4.4,5.5,80.1,4,10.5,1.3,0.2,3.3,44,0,20.62
Chris Kaman,LAC,C,2010,76,34.3,18.5,7.8,15.8,49,0,0.1,0,3,4,74.9,9.3,1.6,0.5,1.2,2.9,33,0,16.59
Dwight Howard,ORL,C,2010,82,34.7,18.3,6.2,10.2,61.2,0,0.1,0,5.9,10,59.2,13.2,1.8,0.9,2.8,3.3,64,0,24.07
Paul Pierce,BOS,SF,2010,71,34,18.3,5.8,12.2,47.2,1.5,3.7,41.4,5.2,6.1,85.2,4.4,3.1,1.2,0.4,2.3,1,0,18.24
Gerald Wallace,CHA,SF,2010,76,41,18.2,6,12.4,48.4,0.7,1.8,37.1,5.6,7.2,77.6,10,2.1,1.5,1.1,2.3,33,0,18.39
Jamal Crawford,ATL,G,2010,79,31.1,18,6.3,14,44.9,2.1,5.4,38.2,3.4,4,85.7,2.5,3,0.8,0.2,1.7,0,0,18.5
Tim Duncan,SA,C,2010,78,31.3,17.9,7.2,13.9,51.8,0,0.1,18.2,3.5,4.8,72.5,10.1,3.2,0.6,1.5,1.8,38,0,24.79
LaMarcus Aldridge,POR,C,2010,78,37.5,17.9,7.4,15,49.5,0.1,0.2,31.3,2.9,3.9,75.7,8,2.1,0.9,0.6,1.3,24,0,18.3
Al Harrington,NY,PF,2010,72,30.5,17.7,6.2,14.3,43.5,1.9,5.7,34.2,3.3,4.4,75.7,5.6,1.5,0.9,0.4,1.8,6,0,16.82
Luol Deng,CHI,F,2010,70,37.9,17.6,6.8,14.5,46.6,0.5,1.2,38.6,3.6,4.7,76.4,7.3,2,0.9,0.9,1.9,13,0,16.14
Stephen Curry,GS,PG,2010,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,4.5,5.9,1.9,0.2,3.1,12,1,16.31
O.J. Mayo,MEM,SG,2010,82,38,17.5,6.6,14.4,45.8,1.7,4.3,38.3,2.6,3.2,80.9,3.8,3,1.2,0.2,2.1,0,0,14.61
Andrea Bargnani,TOR,C,2010,80,35,17.2,6.7,14.3,47,1.5,4.1,37.2,2.3,2.9,77.3,6.2,1.2,0.3,1.4,1.5,10,0,15.6
Al Jefferson,MIN,C,2010,76,32.4,17.1,7.4,14.8,49.8,0,0.1,0,2.4,3.5,68,9.3,1.8,0.8,1.3,1.8,35,0,19.03
Andre Iguodala,PHI,SF,2010,82,38.9,17.1,6,13.7,44.3,1.1,3.7,31,3.8,5.2,73.3,6.5,5.8,1.7,0.7,2.7,11,0,17.82
Carl Landry,HOU/SAC,PF,2010,80,30.9,16.8,6.2,11.6,53.6,0,0,33.3,4.3,5.3,80.6,5.9,0.8,0.7,0.8,1.7,7,0,19.02
Rodney Stuckey,DET,PG,2010,73,34.2,16.6,6.2,15.2,40.5,0.2,1.1,22.8,4.1,4.9,83.3,3.8,4.8,1.4,0.2,2.2,5,0,15.62
Jason Terry,DAL,G,2010,77,33,16.6,5.9,13.5,43.8,1.8,4.8,36.5,3,3.5,86.6,1.8,3.8,1.2,0.2,1.4,1,0,16.58
Vince Carter,ORL,G,2010,75,30.8,16.6,5.8,13.5,42.8,1.6,4.3,36.7,3.4,4.1,84,3.9,3.1,0.7,0.2,1.4,1,0,17.11
Manu Ginobili,SA,G,2010,75,28.7,16.5,5.3,12,44.1,1.8,4.7,37.7,4.1,4.7,87,3.8,4.9,1.4,0.3,2.1,3,0,22.54
Steve Nash,PHX,PG,2010,81,32.8,16.5,6.2,12.2,50.7,1.5,3.6,42.6,2.6,2.8,93.8,3.3,11,0.5,0.1,3.6,49,0,21.67
Ray Allen,BOS,SG,2010,80,35.2,16.3,5.8,12.2,47.7,1.8,5,36.3,2.9,3.2,91.3,3.2,2.6,0.8,0.3,1.6,0,0,15.22
Caron Butler,WSH/DAL,SF,2010,74,37.6,16.3,6.1,14.2,42.8,0.6,2,29,3.6,4.3,83.8,6.2,2.1,1.6,0.3,2.2,9,0,13.77
Luis Scola,HOU,F,2010,82,32.6,16.2,6.8,13.3,51.4,0,0.1,20,2.5,3.3,77.9,8.6,2.1,0.8,0.3,2,32,0,17.22
Russell Westbrook,OKC,PG,2010,82,34.3,16.1,5.9,14.1,41.8,0.3,1.3,22.1,4,5.1,78,4.9,8,1.3,0.4,3.3,24,1,17.9
Jason Richardson,PHX,SG,2010,79,31.5,15.7,6,12.6,47.4,2,5.1,39.3,1.7,2.3,73.9,5.1,1.8,0.8,0.4,1.2,3,0,16.63
Josh Smith,ATL,PF,2010,81,35.4,15.7,6.2,12.3,50.5,0,0.1,0,3.2,5.2,61.8,8.7,4.2,1.6,2.1,2.4,27,1,21.04
Kevin Durant,OKC,PF,2011,78,38.9,27.7,9.1,19.7,46.2,1.9,5.3,35,7.6,8.7,88,6.8,2.7,1.1,1,2.8,14,0,23.7
LeBron James,MIA,SF,2011,79,38.8,26.7,9.6,18.8,51,1.2,3.5,33,6.4,8.4,75.9,7.5,7,1.6,0.6,3.6,31,4,27.34
Carmelo Anthony,DEN/NY,PF,2011,77,35.7,25.6,8.9,19.5,45.5,1.2,3.3,37.8,6.6,7.9,83.8,7.3,2.9,0.9,0.6,2.7,18,0,21.82
Dwyane Wade,MIA,G,2011,76,37.1,25.5,9.1,18.2,50,0.8,2.7,30.6,6.5,8.6,75.8,6.4,4.6,1.5,1.1,3.1,10,1,25.65
Kobe Bryant,LAL,SF,2011,82,33.9,25.3,9,20,45.1,1.4,4.3,32.3,5.9,7.1,82.8,5.1,4.7,1.2,0.1,3,9,1,23.94
Amar'e Stoudemire,NY,C,2011,78,36.8,25.3,9.5,19,50.2,0.1,0.3,43.5,6.1,7.7,79.2,8.2,2.6,0.9,1.9,3.2,26,0,22.78
Derrick Rose,CHI,PG,2011,81,37.4,25,8.8,19.7,44.5,1.6,4.8,33.2,5.9,6.9,85.8,4.1,7.7,1,0.6,3.4,23,1,23.62
Monta Ellis,GS,SG,2011,80,40.3,24.1,9.1,20.1,45.1,1.7,4.7,36.1,4.3,5.4,78.9,3.5,5.6,2.1,0.3,3.2,10,0,18.69
Kevin Martin,HOU,SG,2011,80,32.5,23.5,6.9,15.8,43.6,2.2,5.7,38.3,7.4,8.4,88.8,3.2,2.5,1,0.2,2.3,0,0,21.46
Dirk Nowitzki,DAL,F,2011,73,34.3,23,8.4,16.2,51.7,0.9,2.3,39.3,5.4,6.1,89.2,7,2.6,0.5,0.6,1.9,16,0,23.52
Dwight Howard,ORL,C,2011,78,37.6,22.9,7.9,13.4,59.3,0,0.1,0,7,11.7,59.6,14.1,1.4,1.4,2.4,3.6,66,0,26.13
Blake Griffin,LAC,PF,2011,82,38,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,12.1,3.8,0.8,0.5,2.7,63,2,21.93
Russell Westbrook,OKC,PG,2011,82,34.7,21.9,7.5,17,44.2,0.4,1.3,33,6.5,7.7,84.2,4.6,8.2,1.9,0.4,3.9,31,3,23.63
LaMarcus Aldridge,POR,C,2011,81,39.6,21.8,8.7,17.5,50,0,0.3,17.4,4.3,5.5,79.1,8.8,2.1,1,1.2,1.9,36,0,21.57
Andrea Bargnani,TOR,C,2011,66,35.7,21.4,8,17.8,44.8,1.2,3.4,34.5,4.3,5.3,82,5.2,1.8,0.5,0.7,2.3,2,0,16.5
Danny Granger,IND,SF,2011,79,35,20.5,6.8,15.9,42.5,2,5.2,38.6,5,5.9,84.8,5.4,2.6,1.1,0.8,2.6,5,0,17.89
Brook Lopez,NJ,C,2011,82,35.2,20.4,7.9,16,49.2,0,0,0,4.7,6,78.7,6,1.6,0.6,1.5,2.1,9,0,19.33
Kevin Love,MIN,PF,2011,73,35.8,20.2,6.6,14.1,47,1.2,2.9,41.7,5.8,6.8,85,15.2,2.5,0.6,0.4,2.1,64,0,24.39
Zach Randolph,MEM,F,2011,75,36.3,20.1,8,15.8,50.3,0.1,0.6,18.6,4,5.3,75.8,12.2,2.2,0.8,0.3,2,53,0,22.67
Michael Beasley,MIN,F,2011,73,32.3,19.2,7.7,17.1,45,0.8,2.2,36.6,3,4,75.3,5.6,2.2,0.7,0.7,2.7,8,0,15.54
Paul Pierce,BOS,SF,2011,80,34.7,18.9,6.3,12.8,49.7,1.4,3.7,37.4,4.8,5.6,86,5.4,3.3,1,0.6,2.1,7,1,19.76
David West,NO,F,2011,70,35,18.9,7.5,14.9,50.8,0,0.1,22.2,3.8,4.7,80.7,7.6,2.3,1,0.9,2,16,0,20.51
Pau Gasol,LAL,PF,2011,82,37,18.8,7.2,13.7,52.9,0,0,33.3,4.3,5.2,82.3,10.2,3.3,0.6,1.6,1.7,43,1,23.33
Chris Bosh,MIA,PF,2011,77,36.3,18.7,6.8,13.7,49.6,0.1,0.3,24,5,6.1,81.5,8.3,1.9,0.8,0.6,1.8,28,0,19.44
Al Jefferson,UTAH,C,2011,82,35.9,18.6,8,16.1,49.6,0,0,0,2.7,3.5,76.1,9.7,1.8,0.6,1.9,1.3,37,0,20.2
Stephen Curry,GS,PG,2011,74,33.6,18.6,6.8,14.2,48,2,4.6,44.2,2.9,3.1,93.4,3.9,5.8,1.5,0.3,3.1,5,0,19.46
Luis Scola,HOU,F,2011,74,32.6,18.3,7.7,15.3,50.4,0,0,0,2.9,3.9,73.8,8.2,2.5,0.6,0.6,2,19,0,18.43
Joe Johnson,ATL,G,2011,72,35.5,18.2,7.1,16.1,44.3,1.2,4.2,29.7,2.7,3.4,80.2,4,4.7,0.7,0.1,2,2,0,16.46
Tony Parker,SA,G,2011,78,32.4,17.5,7.1,13.7,51.9,0.3,0.9,35.7,3,3.9,76.9,3.1,6.6,1.2,0,2.6,9,0,20.44
Luol Deng,CHI,F,2011,82,39.1,17.4,6.5,14.1,46,1.4,4.1,34.5,3.1,4.1,75.3,5.8,2.8,1,0.6,1.9,8,0,15.58
Manu Ginobili,SA,G,2011,80,30.3,17.4,5.5,12.7,43.3,1.9,5.5,34.9,4.5,5.1,87.1,3.7,4.9,1.5,0.4,2.2,0,0,21.78
Paul Millsap,UTAH,PF,2011,76,34.3,17.3,6.9,13,53.1,0.1,0.3,39.1,3.4,4.4,75.7,7.6,2.5,1.4,0.9,1.9,19,0,19.83
DeMar DeRozan,TOR,SF,2011,82,34.8,17.2,6.6,14.1,46.7,0.1,0.6,9.6,4,4.9,81.3,3.8,1.8,1,0.4,1.8,1,0,14.52
Chauncey Billups,DEN/NY,PG,2011,72,32.1,16.8,4.7,11,42.7,2,5,40.2,5.3,5.8,91.6,2.6,5.4,1,0.2,2.5,2,0,18.78
Josh Smith,ATL,PF,2011,77,34.4,16.5,6.5,13.5,47.7,0.7,2,33.1,3,4.1,72.5,8.5,3.3,1.3,1.6,2.6,31,1,19.31
Ray Allen,BOS,SG,2011,80,36.1,16.5,6,12.2,49.1,2.1,4.7,44.4,2.4,2.7,88.1,3.4,2.7,1,0.2,1.5,0,0,16.42
David Lee,GS,PF,2011,73,36.1,16.5,6.8,13.4,50.7,0,0,33.3,2.9,3.7,78.7,9.8,3.2,1,0.4,2.3,37,0,17.86
Dorell Wright,GS,SF,2011,82,38.4,16.4,5.9,14,42.3,2.4,6.3,37.6,2.2,2.8,78.9,5.3,3,1.5,0.8,1.6,7,0,15.07
Wesley Matthews,POR,SG,2011,82,33.6,15.9,5.4,11.9,44.9,1.9,4.6,40.7,3.2,3.8,84.4,3.1,2,1.2,0.1,1.7,1,0,15.6
Chris Paul,NO,PG,2011,80,36,15.9,5.4,11.6,46.3,0.9,2.3,38.8,4.2,4.8,87.8,4.1,9.8,2.4,0.1,2.2,32,0,23.76
Jason Terry,DAL,G,2011,82,31.3,15.8,6,13.3,45.1,1.5,4.3,36.2,2.2,2.6,85,1.9,4.1,1.1,0.2,2,1,0,15.93
Gerald Wallace,CHA/POR,SF,2011,71,37.9,15.7,5.4,12,45.4,0.9,2.6,33.3,3.9,5.3,74.6,8,2.4,1.5,0.9,2.1,18,0,16.28
Jason Richardson,PHX/ORL,SG,2011,80,33.9,15.6,5.9,13.2,44.7,2.4,6,39.5,1.5,2,73,4.1,1.8,1.2,0.2,1.2,1,0,15.02
Raymond Felton,NY/DEN,G,2011,75,36.5,15.5,5.7,13.4,42.5,1.5,4.4,35.3,2.6,3.2,80.5,3.6,8.3,1.7,0.1,2.9,27,1,16.68
Rodney Stuckey,DET,PG,2011,70,31.2,15.5,5.2,11.8,43.9,0.4,1.3,28.9,4.7,5.4,86.6,3.1,5.2,1.1,0.1,2.2,7,0,18.46
Al Horford,ATL,C,2011,77,35.1,15.3,6.7,12,55.7,0,0.1,50,1.9,2.4,79.8,9.3,3.5,0.8,1,1.5,36,0,20.79
Wilson Chandler,NY/DEN,F,2011,72,33.3,15.3,6,13.2,45,1.6,4.4,35,1.8,2.2,80.7,5.7,1.7,0.7,1.3,1.4,6,0,14.68
Devin Harris,NJ/UTAH,G,2011,71,31.7,15.2,4.8,11.5,42.2,0.8,2.5,32.2,4.7,5.7,83.3,2.4,7.1,1,0.1,2.9,9,0,17.22
Elton Brand,PHI,PF,2011,81,34.7,15,6.2,12.1,51.2,0,0,0,2.6,3.4,78,8.3,1.5,1.1,1.3,1.2,24,0,18.57
Kevin Garnett,BOS,PF,2011,71,31.3,14.9,6.1,11.6,52.8,0,0.1,20,2.6,3.1,86.2,8.9,2.4,1.3,0.8,1.6,28,0,20.67
Kevin Durant,OKC,PF,2012,66,38.6,28,9.7,19.7,49.6,2,5.2,38.7,6.5,7.6,86,8,3.5,1.3,1.2,3.8,18,0,26.26
Kobe Bryant,LAL,SF,2012,58,38.5,27.9,9.9,23,43,1.5,4.9,30.3,6.6,7.8,84.5,5.4,4.6,1.2,0.3,3.5,3,0,21.95
LeBron James,MIA,SF,2012,62,37.5,27.1,10,18.9,53.1,0.9,2.4,36.2,6.2,8.1,77.1,7.9,6.2,1.9,0.8,3.4,23,0,30.8
Kevin Love,MIN,PF,2012,55,39,26,8.6,19.3,44.8,1.9,5.1,37.2,6.9,8.4,82.4,13.3,2,0.9,0.5,2.3,48,0,25.41
Russell Westbrook,OKC,PG,2012,66,35.3,23.6,8.8,19.2,45.7,0.9,3,31.6,5.2,6.3,82.3,4.6,5.5,1.7,0.3,3.6,7,0,23
Carmelo Anthony,NY,PF,2012,55,34.1,22.6,8,18.6,43,1.2,3.7,33.5,5.4,6.7,80.4,6.3,3.6,1.1,0.4,2.6,8,1,21.15
LaMarcus Aldridge,POR,C,2012,55,36.3,21.7,8.8,17.1,51.2,0,0.2,18.2,4.1,5,81.4,8,2.4,0.9,0.8,2,13,0,22.73
Dirk Nowitzki,DAL,F,2012,62,33.5,21.6,7.6,16.7,45.7,1.3,3.4,36.8,5.1,5.7,89.6,6.8,2.2,0.7,0.5,1.9,11,0,21.81
Deron Williams,NJ,PG,2012,55,36.3,21,7.1,17.5,40.7,2.1,6.2,33.6,4.7,5.5,84.3,3.3,8.7,1.2,0.4,4,22,0,20.34
Blake Griffin,LAC,PF,2012,66,36.2,20.7,8.5,15.5,54.9,0,0.2,12.5,3.7,7.1,52.1,10.9,3.2,0.8,0.7,2.3,41,0,23.5
Monta Ellis,GS/MIL,SG,2012,58,36.6,20.4,7.8,17.9,43.3,1.1,3.5,30.8,3.8,4.7,79.6,3.4,6,1.5,0.3,3.1,5,0,17.53
David Lee,GS,PF,2012,57,37.2,20.1,8.1,16.2,50.3,0,0.1,0,3.8,4.9,78.2,9.6,2.8,0.9,0.4,2.6,27,1,19.81
Chris Paul,LAC,PG,2012,60,36.4,19.8,7.1,14.8,47.8,1.3,3.6,37.1,4.3,5,86.1,3.6,9.1,2.5,0.1,2.1,23,0,27.09
Paul Pierce,BOS,SF,2012,61,34,19.4,6.5,14.6,44.3,1.6,4.5,36.6,4.8,5.6,85.2,5.2,4.5,1.1,0.4,2.8,6,0,19.69
Al Jefferson,UTAH,C,2012,61,34,19.2,8.5,17.2,49.2,0,0.1,25,2.2,2.9,77.4,9.6,2.2,0.8,1.7,1,31,0,22.88
Brandon Jennings,MIL,G,2012,66,35.3,19.1,7.1,17,41.8,2,5.9,33.2,2.9,3.6,80.8,3.4,5.5,1.6,0.3,2.2,6,0,18.46
Rudy Gay,MEM,SF,2012,65,37.3,19,7.5,16.4,45.5,0.8,2.7,31.2,3.2,4,79.1,6.4,2.3,1.5,0.8,2.5,8,0,17.85
Joe Johnson,ATL,G,2012,60,35.5,18.8,7.1,15.5,45.4,2.1,5.4,38.8,2.6,3.1,84.9,3.7,3.9,0.8,0.2,1.9,0,0,18.5
Josh Smith,ATL,PF,2012,66,35.3,18.8,7.6,16.7,45.8,0.4,1.7,25.7,3.1,4.9,63,9.6,3.9,1.4,1.7,2.5,28,0,21.14
Andrew Bynum,LAL,C,2012,60,35.2,18.7,7.4,13.3,55.8,0,0.1,20,3.9,5.6,69.2,11.8,1.4,0.5,1.9,2.5,37,0,23
Danny Granger,IND,SF,2012,62,33.3,18.7,6.3,15.2,41.6,2,5.2,38.1,4.1,4.7,87.3,5,1.8,1,0.6,1.8,0,0,18.68
Tony Parker,SA,G,2012,60,32.1,18.3,7.1,14.8,48,0.2,1,23,3.8,4.7,79.9,2.9,7.7,1,0.1,2.6,12,0,22.04
DeMarcus Cousins,SAC,C,2012,64,30.5,18.1,7,15.6,44.8,0,0.2,14.3,4.1,5.8,70.2,11,1.6,1.5,1.2,2.7,36,0,21.72
Chris Bosh,MIA,PF,2012,57,35.2,18,6.9,14.2,48.7,0.2,0.6,28.6,4,4.9,82.1,7.9,1.8,0.9,0.8,2.1,11,0,18.94
Pau Gasol,LAL,PF,2012,65,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4,78.2,10.4,3.7,0.6,1.4,2.2,42,1,20.51
Antawn Jamison,CLE,PF,2012,65,33.1,17.2,6.5,16.1,40.3,1.4,4.1,34.1,2.8,4.2,68.3,6.3,2,0.8,0.7,1.4,7,0,16.17
James Harden,OKC,SG,2012,62,31.4,16.8,5,10.1,49.1,1.8,4.7,39,5,6,84.6,4.1,3.7,1,0.2,2.2,0,0,21.13
